Class1,Predicate,Class2
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:68514
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:143896
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:55139
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:9397
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:732291
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:55132
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:725120
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:7619
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:48038
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:6342
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:279647
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:105648
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:31184
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:735274
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:6652
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:6562
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:6546
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:6599
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:325455
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:197884
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:44262
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:740976
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:740984
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:345456
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:102304
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:285692
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:561967
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:311067
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:442182
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:127339
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:442284
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:741729
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:41201
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:102818
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:742030
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:31173
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:127252
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:162474
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:742846
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:642248
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:345249
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:91390
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:409263
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:281208
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:216096
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:744603
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:216287
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:695225
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:205889
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:127457
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:744998
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:745002
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:745004
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:9389
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:45446
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:58951
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:152725
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:61653
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:473604
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:984996
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:208729
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:102821
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:110034
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:5182
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:95113
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:379072
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:344734
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:455076
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:747500
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:747666
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:629288
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:300855
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:301040
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:5059
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1483519
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:102819
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:749174
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:749189
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:331164
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:526427
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:359101
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:749461
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:749588
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:749695
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:749710
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:749852
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:50056
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:749880
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:590648
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:749955
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:143452
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1000644
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:92573
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:92583
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:75215
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:106496
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:172314
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:186270
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1001562
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:106913
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:31320
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1002078
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:455433
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1002221
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:9656
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:452645
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:13124
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1002506
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:655352
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:72021
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:572908
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1581334
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003034
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003044
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:49247
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003106
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003138
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003143
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003173
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003205
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:69082
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003267
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003268
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003312
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003315
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003316
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003319
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:767765
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:69080
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:92580
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:178229
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003977
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1003985
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:157124
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1004267
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:490054
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1663426
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1005038
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:354754
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:127325
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1334470
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1005364
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:239476
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:691778
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:30340
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:691956
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:149371
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1006213
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1006473
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:77924
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:864015
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1006663
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1277272
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:118587
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:864112
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:77177
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1006905
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:283965
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1006900
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:338190
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:355393
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1007436
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:49747
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:55390
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:44169
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1334463
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:178679
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:52423
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:421815
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:382513
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:35587
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:49082
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:13424
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:49139
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:588419
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:92714
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1009514
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1009602
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:263655
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:263647
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:263621
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:649460
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:496430
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1162303
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:39782
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:1010695
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:997930
http://bio2rdf.org/taxonomy_vocabulary:Resource,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://bio2rdf.org/taxonomy:998122
